owner_mid,owner_name,owner_face,owner_sign,owner_gender,owner_level,owner_verified,owner_verified_title,owner_vip_type,owner_follower_count,owner_following_count,owner_video_count,refinement_follower_bin,refinement_keep
474853499,李如儒也是李蠕蠕,https://i2.hdslb.com/bfs/face/8da8eac46ef637b771efeabf4b7b4b093d34dea5.jpg,做人呢 最重要的就是开心了！,保密,6,TRUE,bilibili 知名UP主,2,3209423,23,509,,
433351,EdmundDZhang,https://i1.hdslb.com/bfs/face/50900541a74f7875867c38a1e8e572b44b388060.jpg,嘿! 工作请联系邮箱hanmin_0101@126.com 我的B站直播: live.bilibili.com/5050,男,6,TRUE,2025年度商业新势力奖UP主、2021百大UP主、2022年度巅峰主播,2,3177218,62,462,,
21778636,中国日报,https://i1.hdslb.com/bfs/face/53a3ea3b4c173fc30b2ef4677fb9c915e49faaef.jpg,这个up主不定期皮一下,保密,6,TRUE,中国日报官方账号,1,3164323,140,9861,,
11684621,太阳星sunstar,https://i2.hdslb.com/bfs/face/edcd0f2f12cedf723c9e5c18c5f824ecd4c50f9c.jpg,商务微:graystuka (非本人，请备注项目)  故事是用来放松的~ ,保密,6,TRUE,bilibili 知名UP主,2,3156451,505,460,,
1379165407,-超级小能猫-,https://i1.hdslb.com/bfs/face/9ba5a55b282a55ac2eb29267ad9ccab381678934.jpg,喜剧的内核是悲剧。商务：BO_66_xiaomai,保密,6,TRUE,bilibili 知名搞笑UP主,2,3156172,107,403,,
52250,视角姬,https://i2.hdslb.com/bfs/face/851025ed4bc57ad6ae82a6314e72e249fd21d604.jpg,商务合作请加微信：himekami12（添加请备注）,男,6,TRUE,bilibili 知名UP主、直播高能主播,2,3076701,270,405,,
250111460,蜡笔和小勋,https://i2.hdslb.com/bfs/face/8a8812e0a9bb3adda90044ef48830584e1efe7a2.jpg,知识干货小百科，双人搭档来唠嗑 I 微博@蜡笔和小勋 I 邮箱：labidakashe@163.com(蜡笔打卡社),保密,6,TRUE,bilibili 2020百大UP主、知名UP主,1,3071641,148,182,,
230926815,阿星and阿奇,https://i0.hdslb.com/bfs/face/bdf3288dd751d6a4e567c8342b9e855ac8f47bcd.jpg,搞笑媒体本体，粉丝群：806649206，商务LWY54726,保密,6,TRUE,搞笑视频UP主,1,3054516,126,268,,
46470268,央视军事,https://i1.hdslb.com/bfs/face/9dcc59c2e51aa7b9f178463903cbd4daab351dd2.jpg,中央广播电视总台国防军事频道官方账号,保密,6,TRUE,央视军事官方账号,0,2991174,59,3457,,
480959917,良田田田,https://i1.hdslb.com/bfs/face/982e691f2c446201091f0a0b6797b792d7765af6.jpg,各花各有各花香,男,6,FALSE,,2,2982696,17,223,,
296092268,碎嘴企鹅,https://i2.hdslb.com/bfs/face/6834fe6edbac29a5a4a064d0d94f909f51842695.jpg,低谷才是常态,男,6,TRUE,bilibili 2022百大UP主、知名搞笑UP主,2,2950073,105,301,,
11646119,正直讲史-李正Str,https://i2.hdslb.com/bfs/face/731fb5fcf881ff103e735d4e620f9a69363d6d2c.jpg,立志讲1000位人物的天津历史UP主。商务合作+SiempreYI,保密,6,TRUE,2025百大UP主、2024百大UP主、知名科普UP主,2,2936363,201,171,,
3546888255048212,特厨隋坡,https://i2.hdslb.com/bfs/face/4a6a6e459f71080664d3952957f2eafc02418b85.jpg,"没错这真的是我
美食没有对错 但应该有要求
希尔顿、洲际酒店行政总厨
师承国宴大师-郑秀生先生
商:17200323262",男,6,TRUE,bilibili 知名美食UP主,0,2907213,9,94,,
508416316,本喵叫兔兔,https://i1.hdslb.com/bfs/face/dd3ca18b9504ea0db42655446efd533795811e17.jpg,"猫德学院院长
流浪小奶猫的终结者
绑架团伙首要头目
领养V: maodexueyuan02
商务V:TuTushangwu1(注明品牌）",保密,6,TRUE,2023百大UP主、萌宠视频UP主,2,2891922,167,562,,
17409016,爱做饭的芋头SAMA,http://i1.hdslb.com/bfs/face/2182d21ff5ae520f392f55b59022bc17f43b4943.jpg,誓做贵站第一鸽见！ ,保密,6,TRUE,bilibili 2019百大UP主、 知名UP主,1,2876864,254,118,,
45107914,桃黑黑Tor,https://i1.hdslb.com/bfs/face/d06ecb2119ea2bdc320c0f189ab2ab65adc4180a.jpg,之前b站一直有工作人员在帮忙分发，所以可能看大家评论不太及时～之后都由我自己来管理了，会发布一些游戏录屏在这里～（以及一些需要分发的??,保密,6,TRUE,桃黑黑官方账号,2,2851568,30,153,,
268941858,磊哥游戏,https://i0.hdslb.com/bfs/face/538b9090c0862782df0662b2176e726eda1c9980.jpg,我是磊锋,男,6,TRUE,bilibili 知名游戏UP主,1,2839616,16,3060,,
1986039004,Tiger西西,https://i1.hdslb.com/bfs/face/b3d716b3f46f687c91a8fa46b61bf21b61ff4c90.jpg,感谢大家的关注和支持 有问题评论看到会尽量回复 商务合作v：xixi-hezuo,保密,6,TRUE,bilibili 知名美食UP主,1,2744489,89,299,,
386869863,培根悖论唠唠嗑,https://i0.hdslb.com/bfs/face/225b8ef554ed65ac3c5e137262a252ef4b411e64.jpg,从影视跑题到生活，跟你唠点有用的和没用的。 WX：oyxlcjk（麻烦注明来意）,保密,6,TRUE,2025百大UP主、2024百大UP主、知名影视UP主,2,2724128,207,592,,
1958342,水无月菌,https://i2.hdslb.com/bfs/face/f9c8a8ecb20f3e1a8cb7f93c579e06a40f01ecb2.jpg,什么都玩儿～偶尔随缘直播，本人没有任何群（也没有加任何群哦）谢谢你这么可爱还关注我哈哈哈哈哈，只在b站投稿哦！,保密,6,TRUE,2025百大UP主、知名游戏UP主、直播高能主播,2,2713911,212,244,,
486287787,IC实验室,https://i0.hdslb.com/bfs/face/a81986ecf0275b23ee8a6b3066ad0244d7e42163.jpg,关注大众消费、互联网商业和流行文化。@IC实验室，全网同名。,保密,6,TRUE,bilibili 2020新人奖UP主、知名UP主,2,2712069,136,537,,
632887,伢伢gagako,https://i1.hdslb.com/bfs/face/38d85946c9cd0cf159e4d646be63fad36c2486c1.jpg,抽象元气，向着光芒前进！全平台同名～双胞妹妹@一只嘎嘎扣；商务合作请私信！,女,6,TRUE,2025百大UP主、2024百大UP主、知名UP主,2,2708888,279,327,,
470962000,落九川,https://i1.hdslb.com/bfs/face/c79a4d736236255643ed2ca51a8475d38a2c8bc0.jpg,一个笑blue齿的女孩纸,保密,6,TRUE,bilibili 知名UP主,2,2694935,135,122,,
6336952,老李船长,https://i1.hdslb.com/bfs/face/ded6f91c6937d0935412e362a1157264760ad3b4.jpg,商务合作wx：laoliforwork  （非本人）请备注合作！,男,6,TRUE,2025百大UP主、2024百大UP主、知名UP主,1,2690368,425,577,,
348989367,沫子瞪片,https://i0.hdslb.com/bfs/face/a2131d38a2ea73f16ff25e61dbeb40377233f552.jpg,祝大家天天开心！商务合作vx：18532040925,男,6,TRUE,bilibili 知名影视UP主,2,2689589,163,927,,
20457232,一只吐槽圆,https://i1.hdslb.com/bfs/face/bc2f05efa553aa28def1cc1198bb7920993730bd.jpg,"圆圆的脸 损损的嘴(??????)??
商务tucaoyuan@hotmail.com烦请附公司后缀
不签MCN
",保密,6,TRUE,bilibili 知名UP主,1,2671885,69,332,,
34009507,-显眼宝-,https://i1.hdslb.com/bfs/face/13b9f8b60804357d903cbfb38f69dd837a32f941.jpg,"超级大社恐?? ? 
战斗暴龙型i人
素质不详，遇强则强
商务请联系：Fadachai-here
大柴工作室出品",女,6,TRUE,bilibili 知名UP主,1,2633457,70,136,,
1497463202,晓艳教英语,https://i2.hdslb.com/bfs/face/a88c9e1dcb223514403ee99e3f98c618853ffcfc.jpg,亲爱的同学们，全套课程在我主页点击【小店】,女,6,FALSE,,0,2627731,30,959,,
498099165,一颗小兔娘,https://i0.hdslb.com/bfs/face/035c2c9e95c5487d0a9aca28c36f0cb20b0afc3f.jpg,可以不活不能没活,女,6,TRUE,兔娘官方账号,1,2610071,24,640,,
1618410357,吃不饱仨战士,https://i0.hdslb.com/bfs/face/3266bb1d6e99b29aa8cd218b83f0b1e45858771a.jpg,仨健身战士寻找优质自助餐厅 三大绝技：串串翔、拌饭飞、吸鑫大法 商务合作：cjlaidp,保密,6,TRUE,吃不饱仨战士官方账号,2,2599192,23,33,,
3546875066059052,高司令-速凌电竞,https://i2.hdslb.com/bfs/face/5ac3fad739c5cce9a87b8d6223d4052732c74be0.jpg,"护航下蛋vx公种呺：速凌电竞
注意速凌电竞蓝v认证
只有这四个字其他都是冒充！！！
哈夫必换馒头福唔呺搜：三角洲西西西商行
",男,6,FALSE,,2,2589881,44,94,,
1455861172,剑客范十三,https://i1.hdslb.com/bfs/face/22bbff153cd72367ba69d553ee5853f321529324.jpg,从酒店员工到五项世界纪录保持者，感谢有你相伴！合作请加：fanshisan013。,男,6,TRUE,2025百大UP主、2024百大UP主,2,2550357,26,246,,
7349,STN工作室,https://i2.hdslb.com/bfs/face/5bc1308ef3ac8eed73ed98ad4770f960547688d3.jpg,玩游戏&讲段子的。 商务 ：STN_7349（请注明来意）,男,6,TRUE,2025百大UP主、知名游戏UP主、直播高能主播,1,2537747,233,1429,,
3461572842228424,牛小豪吖,https://i1.hdslb.com/bfs/face/e9242dde084b6c1ad20e87cf12e61eebfcec49f7.jpg,"商务合作
NXH567567
注明来意",保密,6,TRUE,牛小豪官方账号,2,2518630,6,347,,
434378423,闫帅奇,https://i2.hdslb.com/bfs/face/44e5f42034d48ea71dc7e4be0e6a9a5a6845629b.jpg,"探索全球健身文化
帮你来到身体的黄金状态！  
商务合作: 3167207852@qq.com",男,6,TRUE,bilibili 知名运动UP主、bilibili课堂优质讲师,2,2509734,1112,351,,
178690106,搞机所,https://i2.hdslb.com/bfs/face/1d04316b1eb19a97d950a368af672421ff6224ee.jpg,淘宝店：搞机所电脑 微博:搞机所 商务合作微信gjsffff ,保密,6,TRUE,2023年度商业影响力、知名科技UP主,2,2509168,509,1138,,
304578055,Mr迷瞪,https://i1.hdslb.com/bfs/face/a873a9c4eda5dd6183014ded6194251ae95c278f.jpg,装修科普，定期开团 关注公众号迷住获取二维码。VX：mrmideng6,男,6,TRUE,2025年度商业影响力奖UP主、2024百大UP主、2023年度商业影响力奖UP主,2,2508095,226,497,,
394609671,终极小腾,https://i0.hdslb.com/bfs/face/9fb58015e9584916246cb33af4773ad1edabeead.jpg,"见过最好的，才知道自己真正想要什么
zjxt2020@qq.com",保密,6,TRUE,bilibili 2022百大UP主、知名汽车UP主,2,2472864,80,161,,
7481602,安州牧,https://i1.hdslb.com/bfs/face/2cb8dc454c1b8d34d3690a3031f616c91832527e.jpg,可能是，历史学里最想拍电影的。,男,6,TRUE,2023百大UP主、知名科普UP主,2,2459063,180,253,,
226231535,智勇双全富贵君,https://i2.hdslb.com/bfs/face/f63d4962dd2dcf4d2cc9cae63cd01a2049f32dab.jpg,最近视力越来越差了，都看不到口袋里的钱了。节目效果，看个开心。商务：Ddddddf6,保密,6,TRUE,bilibili 知名UP主,1,2442298,43,111,,
407045223,二次元的中科院物理所,https://i0.hdslb.com/bfs/face/978ea07f22e54c2e62f01def8e815b59adacc5d0.jpg,没错，在下中科院物理所，请多指教。,保密,6,TRUE,中国科学院物理研究所官方账号,2,2421087,1595,1427,,
942755,迷影至下Filmlast,https://i2.hdslb.com/bfs/face/f67d68fb42cf550e624e5db4730388bb5c7eeb56.jpg,【万字拆解】带你重温经典电影（顺便讲点花絮做点解析）商务合作请恰：filmlast@163.com,男,6,TRUE,2025百大UP主、2024百大UP主、知名影视UP主,2,2399272,761,759,,
8263502,橙飞一下,https://i2.hdslb.com/bfs/face/86fbb87fdf4d5ec1ba3bb7b56131d8265d36ffcd.jpg,"人二为仁，人仁忍韧。全马pb3:29:37，半马pb1:40:27。
美食区最能跑，跑步区最能吃，带你吃好吃又便宜的自助。曾经是小学老师。
",男,6,TRUE,美食领域优质UP主,2,2375848,293,817,,
21778075,_青红造了个白_,https://i1.hdslb.com/bfs/face/58772b63be427a2340ce780c766cad11f68c8380.jpg,私信已关，商:364233117,保密,6,TRUE,青红造了个白官方账号，影视剪辑自媒体,2,2323682,11,48,,
386406763,项真爽,https://i1.hdslb.com/bfs/face/c5e227936907b4796791a9c15ddb47e5bcf7a323.jpg,欢迎收看PUBG退役职业选手的脱单之旅很庆幸自己能做那个给你们带来快乐的人！合作V：xzssdyp,男,6,TRUE,项真爽官方账号,2,2323087,15,116,,
10462362,天天卡牌,https://i0.hdslb.com/bfs/face/355a81531dfb772fc96509b402121a3fe8ff143b.jpg,商务合作邮箱:ttkapai_hz@163.com 炉石攻略小号：天天卡牌攻略组,男,6,TRUE,bilibili 2019百大UP主、知名游戏UP主,1,2302567,254,1399,,
326246517,zettaranc,http://i0.hdslb.com/bfs/face/7ad1414215e6529dd6308a990b57ccc0a948a0c2.jpg,love and share，分享热爱。,男,6,TRUE,bilibili 2021百大UP主、知名UP主,2,2277306,112,305,,
1155574439,真子日记,https://i2.hdslb.com/bfs/face/025e62927222dc7979b00eca7c19c55f80587c08.jpg,神反转王者级别神仙美少女！合作+wyls0662,保密,6,TRUE,bilibili 知名搞笑UP主,1,2269732,26,479,,
14781644,老烟斗官方,https://i2.hdslb.com/bfs/face/1722f8806de219cf40a75617aef34e9cfd87284e.png,看透商业与时代的底层逻辑！（商务&合作联系vx：wuqihangxing，记得备注哦~）,保密,6,TRUE,bilibili 知名UP主,1,2265847,224,196,,
477676711,田一名sir,https://i1.hdslb.com/bfs/face/4e30dae85d2e529924322aa328b20ee0e98427e1.jpg,热爱音乐，用心生活。??面试：Bxwenhua 商务：XSJ2025319,男,6,TRUE,田一名爱唱歌官方账号,2,2254343,17,391,,
649661652,胖龙的小生活,http://i0.hdslb.com/bfs/face/57ea78f573e9003880fc965932a1c93ad145cd59.jpg,简简单单，过好每一天,男,6,TRUE,bilibili 知名美食UP主,1,2245406,18,1538,,
617285,芒果冰OL,https://i2.hdslb.com/bfs/face/f40b734ef61f95f8adb3beca5b7b693db399c50e.jpg,商业合作QQ:826886148，微博/公众号：芒果冰OL，QQ群824302295,保密,6,TRUE,bilibili 2018百大UP主,2,2244829,715,537,,
474803476,泡厨房的顾小胖,https://i1.hdslb.com/bfs/face/c40c0d41d022944fb2507cd3cfbc3241f540973b.jpg,商务Vx:Gx88592771 不标注品牌不通过,男,6,TRUE,2023百大UP主、知名美食UP主,2,2243502,129,164,,
1544008396,梗百科,https://i1.hdslb.com/bfs/face/096ce47bce303e18d35df5343887a1ea9a9bbf8e.jpg,来个关注，全球热梗轻松懂~  商务微信:torres-zhb,保密,6,TRUE,bilibili 知名UP主,1,2223392,378,895,,
3546731908171869,是许木木啊,https://i0.hdslb.com/bfs/face/dd7af55fc5361c6a343356958efce19fa6326d89.jpg,许二木授权账号非本人，B站只授权这一个账号,保密,6,FALSE,,1,2210195,4,144,,
1629347259,红警HBK08,https://i0.hdslb.com/bfs/face/66ab5bd4e218aeb663e13b6871b46b2894800416.jpg,红色警戒原版全国全能王冠军，冰天小图 2v2双料冠军，全国精英赛冠军，冰天王亚军。,保密,6,TRUE,bilibili 2022百大UP主、知名游戏UP主,1,2208093,24,3680,,
226102317,蒲熠星,https://i0.hdslb.com/bfs/face/053b29fbdc62621f080143a82ea897243ed00307.jpg,工作联系eazinone@163.com,男,6,TRUE,艺人，游戏主播蒲熠星,2,2199407,121,358,,
302338318,李炮炮儿,https://i1.hdslb.com/bfs/face/912830c3828a5f17960a16783d8e7f9687bddd6d.jpg,"感谢官方！
商务：xdwh258",保密,6,TRUE,李炮儿官方账号,1,2197347,29,274,,
16720403,pcyxjy,http://i2.hdslb.com/bfs/face/f4475f7a56a13d0553f471b0ae851fc14decb4d5.jpg,"安利所有值得喜欢的ta们 合作请私信
谢谢小可爱的关注",女,6,TRUE,bilibili 知名娱乐UP主,1,2189286,75,16871,,
3546756077848946,拉挖稀,https://i2.hdslb.com/bfs/face/a8ab87f8a7dcd6cf4f8b8a28b3ee6ceda0eacd4f.jpg,"感谢官方
带给大家快乐
哔哩哔哩只有有一个账号",男,6,FALSE,,1,2175430,7,220,,
1745143606,争取最后的自由,https://i1.hdslb.com/bfs/face/2ae4a7fcf321673035a572fea77acc3b3d1e0211.jpg,谢谢大家的支持 ,保密,6,TRUE,bilibili 知名汽车UP主,0,2170986,12,1035,,
1985127693,城阳电工电路,https://i0.hdslb.com/bfs/face/faae5daababbf652d97faedab1a25d78b654fc44.jpg," 一线电工，从业十六年，
维修安装工厂家庭各种电路，分享用电知识，各种电路维修实例视频。
   青岛地区电路问题可以电话联系我。",男,6,TRUE,bilibili 知名UP主,2,2165599,129,1084,,
20546476,元气八眉菌,https://i1.hdslb.com/bfs/face/3a852c5cafe3178ecb543db0ad5d0155227f3479.jpg,* 吃饱了才有力气快乐 *  微博@元气八眉菌 | 商务vx：bm007766（请备注合作内容）,男,6,TRUE,bilibili 知名UP主,2,2145549,250,380,,
489763089,毕的二阶导,https://i0.hdslb.com/bfs/face/6d7c9ef4e2d3147528c5d161f51bf5d604568de1.jpg,"分享科学的快乐和美！
小号:毕导
商务联系：s1012295607",男,6,TRUE,bilibili 知名科普UP主,2,2133795,54,140,,
14890801,大炒面制造者Cen,https://i1.hdslb.com/bfs/face/ddbd161cff620238122005fdbe232668c4e964ab.jpg,商务合作V：Summer6th-01（非本人）,男,6,TRUE,2021年度巅峰主播、bilibili 知名游戏UP主、直播高能主播,2,2116017,147,1343,,
316627722,世界见闻录,https://i0.hdslb.com/bfs/face/418ca1ae96680bc7d681a842d730e2057955850f.jpg,"只是说书的，图一乐就完了
见闻工作室｜商务微信：yctmoe00",男,6,TRUE,bilibili 知名UP主,2,2114163,188,573,,
24801003,口语老炮儿马思瑞,https://i0.hdslb.com/bfs/face/f6807e60ad2c822e2581075945b4776bc84078da.jpg,《老马英语》gzh跟我系统学习更多英语！,男,6,TRUE,bilibili 知名UP主,2,2106845,72,394,,
327757321,摸鱼事务所,https://i1.hdslb.com/bfs/face/93c8bd776691b3b114b5e06f5c8dff96a28f7c82.jpg,我们除了上班对啥都感兴趣。,保密,6,TRUE,2025百大UP主、摸鱼事务所官方账号,1,2104745,48,515,,
646732586,瞎问虾猜丶,https://i2.hdslb.com/bfs/face/cd42b4703a5fd030e2a533dc740abc6cdffc2bba.jpg,赛博史官，记录互联网每周发生的梗和热点。,保密,6,TRUE,bilibili 知名搞笑UP主,1,2066875,208,656,,
450882837,一叮当猫一,https://i0.hdslb.com/bfs/face/d1860f1dc772903037f0048c149b2b445e6bcc74.jpg," 商务合作VX quyueqiu32
 不是所有人都能找到他们的太阳 猫家军游戏粉丝群：1034669818",保密,6,TRUE,bilibili 知名游戏UP主,2,2055173,860,821,,
174949313,闲不住的阿俊,https://i2.hdslb.com/bfs/face/c81edbabdceb0fa71b7bb83453a6805dedafb528.jpg,"熬了三年
最终我还是放弃了拍电影的梦想回农村养猪了
家里有妈妈，为了她永远闲不住
",男,6,TRUE,闲不住的阿俊官方账号,2,2027211,28,565,,
570064,章北海official,https://i1.hdslb.com/bfs/face/645f6e958a0b6bf8d34a1ae396302cf112dd1a3c.jpg,分配公平 文化包容 社会平等 舆论开放，这就是社会主义,男,6,TRUE,bilibili 知名UP主,1,1970300,619,290,,
451296298,我是不白吃,https://i1.hdslb.com/bfs/face/3d75fe7fa91391ff2ed3d03c732727e6aba67d2f.jpg,地道真美食，好吃又会吃，就是不白吃～ 短视频商务合作：bubaichi88 ,保密,6,TRUE,我是不白吃官方账号,2,1952409,42,1285,,
189866857,国防时报TV,https://i1.hdslb.com/bfs/face/b9b52e8399b0e6e3905055bccf3864665a17f74c.jpg,《国防时报》创刊于1989年1月5日，全国公开发行。我们的征程，是星辰大海！合作投（gao）稿（shi）请戳私信 →_→,保密,6,TRUE,国防时报官方账号,2,1946952,341,5291,,
652239032,IGN中国,https://i2.hdslb.com/bfs/face/4c9095a6fc7d6ef7bf97ee1c65767f537763c60c.jpg,玩游戏也就图一乐，合作请私信联系。,保密,6,TRUE,IGN中国官方账号,0,1904474,30,20827,,
121225592,TOM表哥,https://i2.hdslb.com/bfs/face/0bf1e6042cefcac1d1e45e337e0d1c347d862547.jpg,以最真实的视角，带大家了解电信诈骗。,男,6,TRUE,bilibili 知名UP主,1,1904037,71,46,,
331514361,苏醒游戏解说,https://i0.hdslb.com/bfs/face/dd578b65eb0a8beaff6f4677c76cf9cfc0ce75b4.jpg,"自家猛男保镖，公众号：枫人院电竞
哈夫币换大米，公众号：卸腿信息咨询部
跑刀，公众号：苏醒花来商铺
抽奖号是骗子，请勿上当受骗",男,6,TRUE,bilibili 知名游戏UP主,2,1867913,55,2078,,
53737196,食事史馆,https://i2.hdslb.com/bfs/face/caa9d6afe048e20f2fc706ae43323da16c3e4241.jpg,"～～～～～关于吃的那点事儿～～～～～
工作联系：llu503477@gmail.com",保密,6,TRUE,2025百大UP主、知名UP主,2,1860097,308,160,,
11498155,安森垚,https://i1.hdslb.com/bfs/face/c899aa91fad96d1b3a49dd0a7e09da0c6ce23f30.jpg,就随便扯扯吧 商务v：ansenyao3,男,6,TRUE,科普UP主 安森垚,2,1819625,58,313,,
452606628,王师傅和小毛毛,https://i0.hdslb.com/bfs/face/024a29e8cf627ac388faf9152f42e940b7b01cc6.jpg,山猪吃细糠~,男,6,TRUE,bilibili 2022百大UP主、Vlog领域优质UP主，王师傅好为人师官方账号,1,1818645,167,494,,
522653994,大象新闻,https://i0.hdslb.com/bfs/face/004082fc2ecfba940f63416685741aad721a37be.jpg,河南广电大象新闻官方账号 报料电话0371-6588 8888 邮箱daxiangbaoliao@163.com 商V：DAXIANGMCN,保密,6,TRUE,河南广电APP官方账号,1,1812311,77,38203,,
123938419,嘻咦啊看,http://i1.hdslb.com/bfs/face/170e1009846dd3ad8cdcd4050527b9cf2ecf67ab.jpg,眼保健操开始……,保密,6,TRUE,bilibili 2018百大UP主、嘻咦啊看官方账号,1,1805626,13,77,,
294675407,夏叔有好货,https://i2.hdslb.com/bfs/face/eb3eed7ea1b7b9f2cb629ccad01f5bf0721cc7ce.jpg,"工作中我是国宴大厨，生活中我是孩子父亲
您正好需要，我刚好专业
商务合作：15117971878",男,6,FALSE,,0,1780644,55,656,,
1208823126,大圆镜科普,https://i0.hdslb.com/bfs/face/9c34ee4b8041dd6f2139c52287c8d34a0a42f230.jpg,科技之大，艺术之圆，哲学之镜天桥脑科学研究院旗下大圆镜工作室“用AI做最好的视频”（每周四更）,保密,6,TRUE,bilibili 知名科普UP主,1,1774127,141,98,,
624052719,切片计划,https://i0.hdslb.com/bfs/face/1e6e299a944f139da64a889126ece71fce9d499f.jpg,"用影像、感受力与女性的眼睛，打开世界的另一种观看方式。
合作请加：qiepianjihua",保密,6,TRUE,bilibili 知名影视UP主,1,1773573,113,120,,
542246263,白昼小熊,https://i1.hdslb.com/bfs/face/da1bef4da4016d46b848c5db708e4be0b0c6c8db.jpg,"·分泌快乐d小彩虹
  视频剪辑调色都是自己 ( ?? ?)
·全平台同名！ ig：angel_bearrr",女,6,FALSE,,1,1755832,15,269,,
177291194,DECO27_Official,https://i2.hdslb.com/bfs/face/59622e1e73df45178cc16cb53b694cd770912edd.jpg,我爱火锅!!!!!!!!,保密,6,TRUE,日本VOCALOID P主、创作音乐人,1,1738433,3,64,,
689222371,万能工具人阿伟,https://i1.hdslb.com/bfs/face/0e0eef0549f88697a1502d8c1ae04647be12d64f.jpg,"五星级酒店大厨教你做家常菜
商务微x ：19828513778（请备注来意）
直播切片@六道仙人的直播切片",男,6,TRUE,bilibili 知名美食UP主,1,1734498,54,538,,
1202350411,君在西安,https://i1.hdslb.com/bfs/face/75cb01b7d18e60ce43fbe34a2a7f948036200231.jpg,,保密,6,TRUE,bilibili 知名美食UP主,0,1697868,1,1440,,
105022844,第五人格赛事,https://i2.hdslb.com/bfs/face/0ad5325ee13cda7bdf9a05d699651cbb23b3a204.jpg,第五人格赛事官方账号！,保密,6,TRUE,第五人格赛事 官方账号,1,1693363,67,3996,,
271970833,颉斌斌老师,https://i1.hdslb.com/bfs/face/fa2ddeb41e0ca4730bede6b63ee6adf4b83cddb9.jpg,普通双非高校副教授，硕士生导师，从教22年，从事考研英语培训18年，侥幸获得学员偏爱！教学中，偶有所得，出版11本考研英语系列拙作。,保密,6,TRUE,bilibili 知名UP主、bilibili课堂优质讲师,2,1690840,113,622,,
357261525,安迪视频,https://i0.hdslb.com/bfs/face/44be7e29670fafd734a6961668f3e130ff7e7456.jpg,用心创造让观众融入的故事世界,男,6,TRUE,bilibili 知名动漫UP主,2,1665338,0,1181,,
417296980,使命召唤手游官方,https://i1.hdslb.com/bfs/face/5f055bd19f507ee33cffb77188126005f8cc9836.jpg,倾听玩家意见！争做最肝最会整活的第一打工狗~ ,保密,6,TRUE,使命召唤手游官方账号,2,1659223,111,1485,,
2083634390,一条闲木鱼,https://i2.hdslb.com/bfs/face/1b0e9d05e20c6fc08df34a98f24260e94167aaf2.jpg,坚持唯物史观，你我皆可燎原,保密,6,TRUE,2025百大UP主、知名科普UP主,2,1656957,236,270,,
22089099,手艺贾,https://i0.hdslb.com/bfs/face/6192f0ae708a9c9aa6838d699b5a9134e1ada6c8.jpg,我本手工银匠，奈何阴差阳错走上了地摊吐槽的逆袭之路！商合作V??TATT2023,男,6,TRUE,bilibili 知名科普UP主,2,1622467,27,666,,
39922227,付曦冉,https://i0.hdslb.com/bfs/face/357f37ecf3e52d69a6eba8a84702aeed26c3bc14.jpg,"不是技术党，只是爱分享！ 微博：付曦冉   
直播合作＋BeautyQ-09  商务合作+BeautyQ-07
闲聊:fxr_0727
",保密,6,TRUE,bilibili 知名时尚UP主,2,1600216,339,572,,
249115678,好运的鱼,https://i1.hdslb.com/bfs/face/c786831e251bc18df06f46f6c1cde375957102ad.jpg,谢谢你这么帅还关注我//商务wx:wqf1311481205(请备注合作品牌项目）,男,6,TRUE,bilibili 2021百大UP主、知名游戏UP主,1,1570816,92,259,,
97039736,舌尖上的老六,https://i2.hdslb.com/bfs/face/e524c1f1434133c9e7c2bf1655389ce4a517f24b.jpg,"商务合作请联系：Hey-nan （添加请注明来意）
老六唯一小号 @喵小六okk",女,6,TRUE,bilibili 知名美食UP主,2,1561131,14,691,,
30222764,洛温阿特金森,https://i2.hdslb.com/bfs/face/8991695154e980e8986b35a78e44bf52c8173b06.jpg,当彩虹失去颜色，当湖水不再清澈，像我这样的好男孩还有几个。｜商务合作请私信,保密,6,FALSE,,2,1556734,520,91,,
513305949,杨旭游记,https://i0.hdslb.com/bfs/face/b70ca845b68ce4795f6f835c58211546b883c136.jpg,"小号：@杨旭小号
奔赴山河，人间值得?",保密,6,TRUE,bilibili 知名UP主,1,1535274,0,943,,
5024187,龙三条,https://i0.hdslb.com/bfs/face/cda8fcf0a9c279d462e918fe273f008772c3c73e.jpg,原片资源私信我回复“资源”获取 / 合集从《圆蛤镇宇宙开端》往后开始就是顺序更新咧,保密,6,FALSE,,2,1529073,35,458,,
361775100,怪力老陈,https://i0.hdslb.com/bfs/face/1302cf417c3f44d1b58f0ee180c8eb87f283dfbe.jpg,"全平台同名@怪力老陈 
",女,6,TRUE,2023年度社会贡献、2022百大UP主、知名时尚UP主,2,1524690,148,525,,
411379495,吴彦祖秃顶版,https://i1.hdslb.com/bfs/face/bb1734e62ed7dee2b8c341cfa825bdd95fdc3d16.jpg,"秃顶吴彦祖本人 B站唯一账号
合作wx:suyanqi526 ",男,6,TRUE,秃顶吴彦祖官方账号,1,1519562,101,797,,
6768352,粥粥的奇妙冒险,https://i1.hdslb.com/bfs/face/414033f0366407d4e6dfc7e2cb289c556707aced.jpg,"一个努力想要画出能让大家都记住的作品的up主
【目前主投b站 油管 其他平台看心情可能会同步一部分视频】商业合作qq：2287057293 ",男,6,TRUE,bilibili 知名动漫UP主,2,1502841,500,383,,
